Reef ID,ReefName,X_COORD,Y_COORD,Area_HA,Zone,MgmtArea,MgmtAreaCode,MgmtAreaShort
20-356,U/N Reef (20-356),151.088,-20.531,90.27,Marine National Park,Southern Management Area,4,Southern
20-367,U/N Reef (20-367),151.154,-20.718,168.523,Marine National Park,Southern Management Area,4,Southern
20-368,U/N Reef (20-368),151.151,-20.733,92.391,Marine National Park,Southern Management Area,4,Southern
20-370a,Rip Reef (20-370a),151.068,-20.806,1626.085,Marine National Park,Southern Management Area,4,Southern
20-370b,U/N Reef (20-370b),151.058,-20.882,268.268,Marine National Park,Southern Management Area,4,Southern
20-370c,U/N Reef (20-370c),151.073,-20.861,235.963,Marine National Park,Southern Management Area,4,Southern
20-370d,U/N Reef (20-370d),151.068,-20.868,7.552,Marine National Park,Southern Management Area,4,Southern
20-371,U/N Reef (20-371),151.087,-20.805,755.831,Marine National Park,Southern Management Area,4,Southern
20-372,U/N Reef (20-372),151.198,-20.765,68.256,Marine National Park,Southern Management Area,4,Southern
20-373,U/N Reef (20-373),151.197,-20.777,92.699,Marine National Park,Southern Management Area,4,Southern
20-374,U/N Reef (20-374),151.157,-20.8,8253.998,Marine National Park,Southern Management Area,4,Southern
20-375,U/N Reef (20-375),151.003,-20.817,173.227,Marine National Park,Southern Management Area,4,Southern
20-376,U/N Reef (20-376),151.186,-20.869,546.376,Marine National Park,Southern Management Area,4,Southern
20-378b,U/N Reef (20-378b),151.239,-20.929,700.441,Marine National Park,Southern Management Area,4,Southern
20-379,U/N Reef (20-379),151.191,-20.901,237.366,Marine National Park,Southern Management Area,4,Southern
20-381,U/N Reef (20-381),151.334,-20.84,107.051,Marine National Park,Southern Management Area,4,Southern
20-382,U/N Reef (20-382),151.305,-20.886,7194.818,Marine National Park,Southern Management Area,4,Southern
20-383,U/N Reef (20-383),151.211,-20.931,97.957,Marine National Park,Southern Management Area,4,Southern
20-386,U/N Reef (20-386),151.184,-20.96,603.167,Marine National Park,Southern Management Area,4,Southern
20-387,U/N Reef (20-387),151.247,-20.97,493.761,Marine National Park,Southern Management Area,4,Southern
20-397,U/N Reef (20-397),152.395,-20.989,372.556,Marine National Park,Southern Management Area,4,Southern
20-410,U/N Reef (20-410),151.507,-20.868,26.796,Marine National Park,Southern Management Area,4,Southern
20-451,U/N Reef (20-451),152.327,-20.964,42.571,Marine National Park,Southern Management Area,4,Southern
20-452,U/N Reef (20-452),150.515,-20.184,137.44,Marine National Park,Southern Management Area,4,Southern
20-457,U/N Reef (20-457),150.585,-20.211,51.31,Marine National Park,Southern Management Area,4,Southern
20-466,U/N Reef (20-466),150.635,-20.269,9.999,Marine National Park,Southern Management Area,4,Southern
20-468,U/N Reef (20-468),150.637,-20.239,8.48,Marine National Park,Southern Management Area,4,Southern
20-472,U/N Reef (20-472),150.681,-20.246,6.676,Marine National Park,Southern Management Area,4,Southern
20-475,U/N Reef (20-475),150.7,-20.18,11.084,Marine National Park,Southern Management Area,4,Southern
20-491,U/N Reef (20-491),150.766,-20.159,1015.812,Marine National Park,Southern Management Area,4,Southern
20-511,U/N Reef (20-511),150.965,-20.508,161.761,Marine National Park,Southern Management Area,4,Southern
20-520,U/N Reef (20-520),150.928,-20.832,15.548,Marine National Park,Southern Management Area,4,Southern
20-521,U/N Reef (20-521),150.933,-20.369,17.349,Marine National Park,Southern Management Area,4,Southern
20-522,U/N Reef (20-522),150.948,-20.443,22.874,Marine National Park,Southern Management Area,4,Southern
20-523,U/N Reef (20-523),150.954,-20.392,150.902,Marine National Park,Southern Management Area,4,Southern
20-524,U/N Reef (20-524),150.97,-20.414,65.722,Marine National Park,Southern Management Area,4,Southern
20-531,U/N Reef (20-531),150.988,-20.435,17.495,Marine National Park,Southern Management Area,4,Southern
20-540,U/N Reef (20-540),151.014,-20.814,17.615,Marine National Park,Southern Management Area,4,Southern
20-543,U/N Reef (20-543),151.022,-20.473,42.344,Marine National Park,Southern Management Area,4,Southern
20-545,U/N Reef (20-545),151.035,-20.555,18.846,Marine National Park,Southern Management Area,4,Southern
20-546,U/N Reef (20-546),151.037,-20.485,60.379,Marine National Park,Southern Management Area,4,Southern
20-548,U/N Reef (20-548),151.052,-20.497,32.824,Marine National Park,Southern Management Area,4,Southern
20-553,U/N Reef (20-553),151.075,-20.806,0.036,Marine National Park,Southern Management Area,4,Southern
20-555,U/N Reef (20-555),151.106,-20.82,28.822,Marine National Park,Southern Management Area,4,Southern
20-557,U/N Reef (20-557),151.12,-20.558,7.995,Marine National Park,Southern Management Area,4,Southern
20-561,U/N Reef (20-561),151.222,-20.946,5.847,Marine National Park,Southern Management Area,4,Southern
20-562,U/N Reef (20-562),151.251,-20.946,77.76,Marine National Park,Southern Management Area,4,Southern
20-563,U/N Reef (20-563),151.263,-20.943,93.874,Marine National Park,Southern Management Area,4,Southern
20-565,U/N Reef (20-565),151.298,-20.83,17.299,Marine National Park,Southern Management Area,4,Southern
20-570,U/N Reef (20-570),151.398,-20.865,123.753,Marine National Park,Southern Management Area,4,Southern
20-571,U/N Reef (20-571),151.401,-20.81,94.552,Marine National Park,Southern Management Area,4,Southern
20-572,U/N Reef (20-572),151.441,-20.831,8.332,Marine National Park,Southern Management Area,4,Southern
20-575,U/N Reef (20-575),151.468,-20.847,9.273,Marine National Park,Southern Management Area,4,Southern
20-577,U/N Reef (20-577),151.477,-20.851,17.568,Marine National Park,Southern Management Area,4,Southern
20-578,U/N Reef (20-578),151.481,-20.859,14.518,Marine National Park,Southern Management Area,4,Southern
20-607,U/N Reef (20-607),150.583,-20.061,15.133,Marine National Park,Southern Management Area,4,Southern
20-608,U/N Reef (20-608),150.59,-20.053,11.015,Marine National Park,Southern Management Area,4,Southern
20-609,U/N Reef (20-609),150.605,-20.105,16.136,Marine National Park,Southern Management Area,4,Southern
20-610,U/N Reef (20-610),150.612,-20.023,8.17,Marine National Park,Southern Management Area,4,Southern
20-611,U/N Reef (20-611),150.613,-20.103,7.602,Marine National Park,Southern Management Area,4,Southern
20-612,U/N Reef (20-612),150.615,-20.078,23.344,Marine National Park,Southern Management Area,4,Southern
20-613,U/N Reef (20-613),150.622,-20.105,20.093,Marine National Park,Southern Management Area,4,Southern
20-614,U/N Reef (20-614),150.634,-20.11,23.566,Marine National Park,Southern Management Area,4,Southern
20-615,U/N Reef (20-615),150.644,-20.073,25.51,Marine National Park,Southern Management Area,4,Southern
20-616,U/N Reef (20-616),150.645,-20.092,10.498,Marine National Park,Southern Management Area,4,Southern
20-617,U/N Reef (20-617),150.663,-20.143,13.322,Marine National Park,Southern Management Area,4,Southern
20-618,U/N Reef (20-618),150.676,-20.155,24.286,Marine National Park,Southern Management Area,4,Southern
20-619,U/N Reef (20-619),150.682,-20.141,7.315,Marine National Park,Southern Management Area,4,Southern
21-053,Sandpiper Reef (21-053),150.082,-21.026,113.861,Marine National Park,Southern Management Area,4,Southern
21-058,Vernon Rocks Reef (21-058),150.309,-21.468,5.923,Marine National Park,Southern Management Area,4,Southern
21-059,Hotspur Islets Reef (21-059),150.268,-21.483,94.812,Marine National Park,Southern Management Area,4,Southern
21-130,U/N Reef (21-130),151.278,-21.343,2458.739,Marine National Park,Southern Management Area,4,Southern
21-131,Nancy Foster Reef (21-131),151.367,-21.37,1509.908,Marine National Park,Southern Management Area,4,Southern
21-132,U/N Reef (21-132),151.328,-21.394,1274.188,Marine National Park,Southern Management Area,4,Southern
21-133,U/N Reef (21-133),151.25,-21.378,533.413,Marine National Park,Southern Management Area,4,Southern
21-134,U/N Reef (21-134),151.275,-21.389,245.089,Marine National Park,Southern Management Area,4,Southern
21-135,U/N Reef (21-135),151.48,-21.365,3834.05,Marine National Park,Southern Management Area,4,Southern
21-136,U/N Reef (21-136),151.421,-21.385,116.679,Marine National Park,Southern Management Area,4,Southern
21-137,U/N Reef (21-137),151.419,-21.402,188.111,Marine National Park,Southern Management Area,4,Southern
21-138,U/N Reef (21-138),151.416,-21.431,117.665,Marine National Park,Southern Management Area,4,Southern
21-140,U/N Reef (21-140),151.286,-21.485,573.353,Marine National Park,Southern Management Area,4,Southern
21-141,U/N Reef (21-141),151.198,-21.486,2686.974,Marine National Park,Southern Management Area,4,Southern
21-155,U/N Reef (21-155),151.69,-21.16,235.942,Marine National Park,Southern Management Area,4,Southern
21-156,U/N Reef (21-156),151.712,-21.148,5.37,Marine National Park,Southern Management Area,4,Southern
21-157,U/N Reef (21-157),151.757,-21.149,785.956,Marine National Park,Southern Management Area,4,Southern
21-158,U/N Reef (21-158),151.777,-21.151,698.812,Marine National Park,Southern Management Area,4,Southern
21-159,U/N Reef (21-159),151.799,-21.162,496.525,Marine National Park,Southern Management Area,4,Southern
21-161,U/N Reef (21-161),151.823,-21.181,472.339,Marine National Park,Southern Management Area,4,Southern
21-165,U/N Reef (21-165),151.823,-21.2,66.468,Marine National Park,Southern Management Area,4,Southern
21-169,U/N Reef (21-169),151.69,-21.239,81.685,Marine National Park,Southern Management Area,4,Southern
21-170,U/N Reef (21-170),151.668,-21.244,211.548,Marine National Park,Southern Management Area,4,Southern
21-172,Riptide Reef (21-172),151.846,-21.241,181.087,Marine National Park,Southern Management Area,4,Southern
21-174,U/N Reef (21-174),151.68,-21.292,967.87,Marine National Park,Southern Management Area,4,Southern
21-177,U/N Reef (21-177),151.703,-21.333,162.505,Marine National Park,Southern Management Area,4,Southern
21-179,U/N Reef (21-179),151.724,-21.347,305.588,Marine National Park,Southern Management Area,4,Southern
21-192,U/N Reef (21-192),152.469,-21.009,399.009,Marine National Park,Southern Management Area,4,Southern
21-193,U/N Reef (21-193),152.489,-21.007,101.392,Marine National Park,Southern Management Area,4,Southern
21-194,U/N Reef (21-194),152.2,-21.019,48.042,Marine National Park,Southern Management Area,4,Southern
21-195,U/N Reef (21-195),152.234,-21.02,105.062,Marine National Park,Southern Management Area,4,Southern
21-198,U/N Reef (21-198),152.202,-21.052,521.18,Marine National Park,Southern Management Area,4,Southern
21-199,U/N Reef (21-199),152.189,-21.067,289.632,Marine National Park,Southern Management Area,4,Southern
21-200,U/N Reef (21-200),152.231,-21.063,376.378,Marine National Park,Southern Management Area,4,Southern
21-201,U/N Reef (21-201),152.464,-21.064,114.212,Marine National Park,Southern Management Area,4,Southern
21-202,U/N Reef (21-202),152.201,-21.075,393.459,Marine National Park,Southern Management Area,4,Southern
21-203,U/N Reef (21-203),152.238,-21.086,90.278,Marine National Park,Southern Management Area,4,Southern
21-204,U/N Reef (21-204),152.281,-21.086,139.439,Marine National Park,Southern Management Area,4,Southern
21-206,U/N Reef (21-206),152.488,-21.101,201.808,Marine National Park,Southern Management Area,4,Southern
21-207,U/N Reef (21-207),152.143,-21.089,81.5,Marine National Park,Southern Management Area,4,Southern
21-208,U/N Reef (21-208),152.164,-21.099,100.953,Marine National Park,Southern Management Area,4,Southern
21-209,U/N Reef (21-209),152.256,-21.1,281.826,Marine National Park,Southern Management Area,4,Southern
21-210,U/N Reef (21-210),152.314,-21.102,24.989,Marine National Park,Southern Management Area,4,Southern
21-211,U/N Reef (21-211),152.354,-21.103,154.697,Marine National Park,Southern Management Area,4,Southern
21-212,U/N Reef (21-212),152.156,-21.105,58.84,Marine National Park,Southern Management Area,4,Southern
21-213,U/N Reef (21-213),152.187,-21.106,850.295,Marine National Park,Southern Management Area,4,Southern
21-215,U/N Reef (21-215),152.322,-21.117,134.119,Marine National Park,Southern Management Area,4,Southern
21-216,U/N Reef (21-216),152.389,-21.122,68.889,Marine National Park,Southern Management Area,4,Southern
21-217,U/N Reef (21-217),152.472,-21.125,59.192,Marine National Park,Southern Management Area,4,Southern
21-218,U/N Reef (21-218),152.485,-21.132,64.852,Marine National Park,Southern Management Area,4,Southern
21-220,U/N Reef (21-220),152.143,-21.157,398.343,Marine National Park,Southern Management Area,4,Southern
21-223,U/N Reef (21-223),152.192,-21.168,48.577,Marine National Park,Southern Management Area,4,Southern
21-226,U/N Reef (21-226),152.371,-21.177,20.967,Marine National Park,Southern Management Area,4,Southern
21-227,U/N Reef (21-227),152.398,-21.176,425.141,Marine National Park,Southern Management Area,4,Southern
21-228,U/N Reef (21-228),152.3,-21.182,54.711,Marine National Park,Southern Management Area,4,Southern
21-229,U/N Reef (21-229),152.448,-21.183,409.734,Marine National Park,Southern Management Area,4,Southern
21-230,U/N Reef (21-230),152.336,-21.19,152.895,Marine National Park,Southern Management Area,4,Southern
21-231,U/N Reef (21-231),152.316,-21.2,139.255,Marine National Park,Southern Management Area,4,Southern
21-234,U/N Reef (21-234),152.243,-21.213,564.25,Marine National Park,Southern Management Area,4,Southern
21-236,U/N Reef (21-236),152.397,-21.219,3224.339,Marine National Park,Southern Management Area,4,Southern
21-256,U/N Reef (21-256),152.481,-21.354,946.984,Marine National Park,Southern Management Area,4,Southern
21-273,U/N Reef (21-273),152.577,-21.023,363.817,Marine National Park,Southern Management Area,4,Southern
21-274,Perkins Reef (21-274),152.624,-21.039,801.177,Marine National Park,Southern Management Area,4,Southern
21-275,U/N Reef (21-275),152.562,-21.06,189.636,Marine National Park,Southern Management Area,4,Southern
21-276,U/N Reef (21-276),152.55,-21.059,64.428,Marine National Park,Southern Management Area,4,Southern
21-277,U/N Reef (21-277),152.534,-21.073,87.127,Marine National Park,Southern Management Area,4,Southern
21-279,U/N Reef (21-279),152.515,-21.114,199.545,Marine National Park,Southern Management Area,4,Southern
21-280,Elusive Reef (21-280),152.776,-21.109,3491.86,Marine National Park,Southern Management Area,4,Southern
21-283,U/N Reef (21-283),152.5,-21.139,114.797,Marine National Park,Southern Management Area,4,Southern
21-284,Ron Taylor Reef (21-284),152.528,-21.137,158.258,Marine National Park,Southern Management Area,4,Southern
21-294,U/N Reef (21-294),152.605,-21.29,1020.073,Marine National Park,Southern Management Area,4,Southern
21-295,U/N Reef (21-295),152.581,-21.319,622.239,Marine National Park,Southern Management Area,4,Southern
21-296,U/N Reef (21-296),152.553,-21.339,604.797,Marine National Park,Southern Management Area,4,Southern
21-297a,U/N Reef (21-297a),152.506,-21.369,91.511,Marine National Park,Southern Management Area,4,Southern
21-297b,U/N Reef (21-297b),152.525,-21.34,46.654,Marine National Park,Southern Management Area,4,Southern
21-297c,U/N Reef (21-297c),152.523,-21.352,20.36,Marine National Park,Southern Management Area,4,Southern
21-297d,U/N Reef (21-297d),152.511,-21.358,11.91,Marine National Park,Southern Management Area,4,Southern
21-298,U/N Reef (21-298),152.502,-21.379,78.26,Marine National Park,Southern Management Area,4,Southern
